address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
16320 Ellie Ln,Poway,CA,92064,579000,1316.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16320-Ellie-Ln-Poway-CA-92064/16828896_zpid/
14489 Southern Hills Ln,Poway,CA,92064,2080000,4250.0,3.0,3.5,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/14489-Southern-Hills-Ln-Poway-CA-92064/54906491_zpid/
12801 Amber Hill Ln,Poway,CA,92064,550000,1382.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12801-Amber-Hill-Ln-Poway-CA-92064/16814913_zpid/
14385 Cypress Pt,Poway,CA,92064,15888888,19573.0,14.0,17.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14385-Cypress-Pt-Poway-CA-92064/2112805772_zpid/
17517 Saint Andrews Dr,Poway,CA,92064,998000,2933.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17517-Saint-Andrews-Dr-Poway-CA-92064/16738603_zpid/
13736 Tobiasson Rd,Poway,CA,92064,680000,1906.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13736-Tobiasson-Rd-Poway-CA-92064/52513019_zpid/
13332 Floral Ave,Poway,CA,92064,739000,2096.0,6.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13332-Floral-Ave-Poway-CA-92064/16829918_zpid/
14091 Pomegranate Ave # 215,Poway,CA,92064,130000,1040.0,2.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/14091-Pomegranate-Ave-215-Poway-CA-92064/82941216_zpid/
13338 Starmount Way,Poway,CA,92064,1285000,4359.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13338-Starmount-Way-Poway-CA-92064/16742505_zpid/
13179 Wanesta Dr,Poway,CA,92064,649000,1399.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13179-Wanesta-Dr-Poway-CA-92064/16814769_zpid/
Highway 67 # 29,Poway,CA,92064,45000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Highway-67-29-Poway-CA-92064/2096763563_zpid/
13110 Sudan Rd,Poway,CA,92064,578000,1769.0,3.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/13110-Sudan-Rd-Poway-CA-92064/16829727_zpid/
15123 Amso St,Poway,CA,92064,516000,1234.0,3.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/15123-Amso-St-Poway-CA-92064/16802630_zpid/
12814 Metate Ln,Poway,CA,92064,639000,1598.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12814-Metate-Ln-Poway-CA-92064/16814114_zpid/
15134 Oak Canyon Rd,Poway,CA,92064,379000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/15134-Oak-Canyon-Rd-Poway-CA-92064/16748828_zpid/
317-241 Old Stone # 70,Poway,CA,92064,250000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/317-241-Old-Stone-70-Poway-CA-92064/2094379474_zpid/
12255 Boulder Point Dr,Poway,CA,92064,699000,1590.0,3.0,2.0,NA,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/12255-Boulder-Point-Dr-Poway-CA-92064/16813787_zpid/
13131 Carriage Rd,Poway,CA,92064,574000,1288.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13131-Carriage-Rd-Poway-CA-92064/16814124_zpid/
13449 Sebago Ave,Poway,CA,92064,468000,952.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13449-Sebago-Ave-Poway-CA-92064/16829062_zpid/
0 Pomerado Rd # 27,Poway,CA,92064,395000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Pomerado-Rd-27-Poway-CA-92064/2093107508_zpid/
14701 Twin Peaks Rd,Poway,CA,92064,845000,2860.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14701-Twin-Peaks-Rd-Poway-CA-92064/16828465_zpid/
13409 Sutter Mill Rd,Poway,CA,92064,534786,1354.0,3.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/13409-Sutter-Mill-Rd-Poway-CA-92064/16830089_zpid/
18720 Old Coach Way,Poway,CA,92064,5500000,12809.0,5.0,8.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18720-Old-Coach-Way-Poway-CA-92064/87803410_zpid/
14170 Augusta Ct,Poway,CA,92064,3695000,8947.0,7.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14170-Augusta-Ct-Poway-CA-92064/69017914_zpid/
11301 Creek Rd,Poway,CA,92064,399000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/11301-Creek-Rd-Poway-CA-92064/16830804_zpid/
N Pomerado Rd,Poway,CA,92064,395000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-Pomerado-Rd-Poway-CA-92064/2093105117_zpid/
14702 Jeff Park Ln,Poway,CA,92064,720000,1635.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14702-Jeff-Park-Ln-Poway-CA-92064/16802202_zpid/
14209 Palisades Dr,Poway,CA,92064,1580000,3515.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14209-Palisades-Dr-Poway-CA-92064/16801104_zpid/
13610 Rostrata Rd,Poway,CA,92064,1100000,3515.0,6.0,5.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/13610-Rostrata-Rd-Poway-CA-92064/16746631_zpid/
16402 Silver Saddle Ct,Poway,CA,92064,1299000,2525.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16402-Silver-Saddle-Ct-Poway-CA-92064/16747587_zpid/
17669 Saint Andrews Dr,Poway,CA,92064,809000,2040.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17669-Saint-Andrews-Dr-Poway-CA-92064/16738549_zpid/
17203 Pinot Pl,Poway,CA,92064,799000,2277.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17203-Pinot-Pl-Poway-CA-92064/67096724_zpid/
15450 Markar Rd,Poway,CA,92064,1749000,7259.0,6.0,5.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15450-Markar-Rd-Poway-CA-92064/16748677_zpid/
15195 Skyridge Rd,Poway,CA,92064,899900,3472.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15195-Skyridge-Rd-Poway-CA-92064/16748836_zpid/
15533 Canyon View Way,Poway,CA,92064,1195000,4185.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15533-Canyon-View-Way-Poway-CA-92064/51080007_zpid/
Westview Rd,Poway,CA,92064,450000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Westview-Rd-Poway-CA-92064/2093111438_zpid/
12212 Old Stone Rd,Poway,CA,92064,1899000,5190.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12212-Old-Stone-Rd-Poway-CA-92064/16813892_zpid/
14195 Biscayne Pl,Poway,CA,92064,3200000,8882.0,6.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14195-Biscayne-Pl-Poway-CA-92064/52510747_zpid/
0 Pedriza Dr,Poway,CA,92064,434000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Pedriza-Dr-Poway-CA-92064/2093152994_zpid/
0000 Acorn Patch Rd,Poway,CA,92064,440000,2657.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0000-Acorn-Patch-Rd-Poway-CA-92064/2094197463_zpid/
0000 Acorn Patch Rd # 0000,Poway,CA,92064,440000,2657.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0000-Acorn-Patch-Rd-0000-Poway-CA-92064/2094924739_zpid/
14331 Twisted Branch Rd,Poway,CA,92064,1699000,5790.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14331-Twisted-Branch-Rd-Poway-CA-92064/16749160_zpid/
13697 Indian Peak Trl,Poway,CA,92064,1250000,4612.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13697-Indian-Peak-Trl-Poway-CA-92064/52512653_zpid/
0 Coyote Creek Trl,Poway,CA,92064,210000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Coyote-Creek-Trl-Poway-CA-92064/2126403082_zpid/
Highway 67,POWAY,CA,92064,995000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Highway-67-Poway-CA-92064/99459792_zpid/
16555 Sagewood Ln Na,Poway,CA,92064,550000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/16555-Sagewood-Ln-Na-Poway-CA-92064/2093097434_zpid/
16555 Sagewood Ln,Poway,CA,92064,550000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/16555-Sagewood-Ln-Poway-CA-92064/2093103555_zpid/
Westview Rd # 38,Poway,CA,92064,450000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Westview-Rd-38-Poway-CA-92064/2093110559_zpid/
Running Deer Trl # 0000,Poway,CA,92064,399000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Running-Deer-Trl-0000-Poway-CA-92064/2098291862_zpid/
0 Running Deer,Poway,CA,92064,450000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Running-Deer-Poway-CA-92064/2108522739_zpid/
13632 Janette Ln,Poway,CA,92064,899000,2594.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13632-Janette-Ln-Poway-CA-92064/16801832_zpid/
14924 Huntington Gate Dr,Poway,CA,92064,1599000,4160.0,5.0,3.1,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14924-Huntington-Gate-Dr-Poway-CA-92064/16828873_zpid/
3 Del Poniente Rd # 3,Poway,CA,92064,389900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Del-Poniente-Rd-3-Poway-CA-92064/2102117018_zpid/
12893 Glen Circle Rd,POWAY,CA,92064,549900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/12893-Glen-Circle-Rd-Poway-CA-92064/122347512_zpid/
14650 Valleyview Rd # 0,Poway,CA,92064,849000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/14650-Valleyview-Rd-0-Poway-CA-92064/2093114506_zpid/
0 Pomerado Rd,Poway,CA,92064,450000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Pomerado-Rd-Poway-CA-92064/2106768781_zpid/
13807 Millards Ranch Ln,Poway,CA,92064,1795000,5609.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13807-Millards-Ranch-Ln-Poway-CA-92064/51080014_zpid/
15444 Harrow Ln,Poway,CA,92064,1350000,3199.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15444-Harrow-Ln-Poway-CA-92064/16749559_zpid/
15223 Skyridge Rd,Poway,CA,92064,1465000,5259.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15223-Skyridge-Rd-Poway-CA-92064/16748751_zpid/
17635 Stagecoach Ln,Poway,CA,92064,1550000,3396.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17635-Stagecoach-Ln-Poway-CA-92064/16748585_zpid/
Espola Rd,POWAY,CA,92064,420000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Espola-Rd-Poway-CA-92064/16747065_zpid/
18555 Wild Horse Crk,Poway,CA,92064,2975000,5602.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18555-Wild-Horse-Crk-Poway-CA-92064/16748339_zpid/
Highway 67 # 03,Poway,CA,92064,155000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Highway-67-03-Poway-CA-92064/2096763565_zpid/
14650 Valleyview Rd,Poway,CA,92064,849000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/14650-Valleyview-Rd-Poway-CA-92064/51078884_zpid/
17827 Old Winemaster Way LOT 52,Poway,CA,92064,635000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/17827-Old-Winemaster-Way-LOT-52-Poway-CA-92064/2106017594_zpid/
15708 Sycamore Canyon Rd,Poway,CA,92064,1495000,5533.0,6.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15708-Sycamore-Canyon-Rd-Poway-CA-92064/121668234_zpid/
13397 Old Winery Rd,Poway,CA,92064,1795000,6224.0,6.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13397-Old-Winery-Rd-Poway-CA-92064/16742526_zpid/
13792 Paseo Valle Alto,Poway,CA,92064,2099000,7490.0,8.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13792-Paseo-Valle-Alto-Poway-CA-92064/72653269_zpid/
16011 Eucalyptus Heights Rd,POWAY,CA,92064,359000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/16011-Eucalyptus-Heights-Rd-Poway-CA-92064/99601863_zpid/
3 Del Poniente Rd,Poway,CA,92064,389900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Del-Poniente-Rd-Poway-CA-92064/2103541418_zpid/
14360 Cascade Crossing,Poway,CA,92064,2595000,8100.0,4.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14360-Cascade-Crossing-Poway-CA-92064/16748590_zpid/
13225 Stone Canyon Rd,Poway,CA,92064,1445000,4839.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13225-Stone-Canyon-Rd-Poway-CA-92064/16746823_zpid/
000 Gate Dr,Poway,CA,92064,850000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-Gate-Dr-Poway-CA-92064/2093759248_zpid/
18711 Heritage Dr # 31,Poway,CA,92064,795000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/18711-Heritage-Dr-31-Poway-CA-92064/2104287848_zpid/
15231 Skyridge Rd,Poway,CA,92064,499000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/15231-Skyridge-Rd-Poway-CA-92064/16748752_zpid/
Highway 67 # 30,Poway,CA,92064,155000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Highway-67-30-Poway-CA-92064/2096763566_zpid/
13925 Rancho De Oro Rd,Poway,CA,92064,759000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/13925-Rancho-De-Oro-Rd-Poway-CA-92064/2093512000_zpid/
13975 Rancho De Oro Rd,Poway,CA,92064,825000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/13975-Rancho-De-Oro-Rd-Poway-CA-92064/2093515554_zpid/
17827 Old Winemaster Way,POWAY,CA,92064,635000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/17827-Old-Winemaster-Way-Poway-CA-92064/99477836_zpid/
0000 Corte Lomas Verdes # 8,Poway,CA,92064,660000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0000-Corte-Lomas-Verdes-8-Poway-CA-92064/2094924738_zpid/
Highway 67 # 04,Poway,CA,92064,155000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Highway-67-04-Poway-CA-92064/2096763567_zpid/
0000 Corte Lomas Verdes,Poway,CA,92064,660000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0000-Corte-Lomas-Verdes-Poway-CA-92064/2094197445_zpid/
Espola Rd,Poway,CA,92064,799000,2760.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/Espola-Rd-Poway-CA-92064/2122499321_zpid/
13844 San Sebastian Way,Poway,CA,92064,1495000,4387.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13844-San-Sebastian-Way-Poway-CA-92064/16828855_zpid/
16317 Avenida Florencia,Poway,CA,92064,1245000,2889.0,5.0,3.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16317-Avenida-Florencia-Poway-CA-92064/16747005_zpid/
17555 Corte Lomas Verdes,Poway,CA,92064,1425000,3797.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17555-Corte-Lomas-Verdes-Poway-CA-92064/16742487_zpid/
12960 Glen Circle Rd,Poway,CA,92064,1518368,4100.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12960-Glen-Circle-Rd-Poway-CA-92064/2110543258_zpid/
15774 Dovewood Ct,Poway,CA,92064,1199800,2969.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15774-Dovewood-Ct-Poway-CA-92064/16749393_zpid/
18781 Heritage Dr,Poway,CA,92064,3500000,9424.0,5.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18781-Heritage-Dr-Poway-CA-92064/79526627_zpid/
17794 Old Winery Way,Poway,CA,92064,1689000,5199.0,6.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17794-Old-Winery-Way-Poway-CA-92064/16738293_zpid/
17778 Old Winery Way,Poway,CA,92064,1959000,NA,5.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17778-Old-Winery-Way-Poway-CA-92064/16738294_zpid/
15090 Saddlebrook Ln,Poway,CA,92064,2150000,6834.0,5.0,4.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15090-Saddlebrook-Ln-Poway-CA-92064/52512581_zpid/
17810 Old Winemaster Way,Poway,CA,92064,1849000,5425.0,4.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17810-Old-Winemaster-Way-Poway-CA-92064/16738311_zpid/
15181 Huntington Gate Dr,Poway,CA,92064,1599000,5588.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15181-Huntington-Gate-Dr-Poway-CA-92064/52513583_zpid/
La Venta Dr,Poway,CA,92064,NA,1399.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241647445_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pomard Way,Poway,CA,92064,NA,2352.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743408_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kentfield Ct,Poway,CA,92064,NA,3037.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743254_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mazatlan Way,Poway,CA,92064,NA,1149.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/145743422_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kentfield Pl,Poway,CA,92064,NA,3037.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743448_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Berea Ct,Poway,CA,92064,NA,3831.0,5.0,3.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/145743480_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Deerwood St,Poway,CA,92064,NA,3102.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743487_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Glengate Pl,Poway,CA,92064,NA,1200.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743494_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Birch Tree Ln,Poway,CA,92064,NA,1368.0,3.0,2.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154092768_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Adrian St,Poway,CA,92064,NA,1070.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/211009501_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Boca Raton Ln,Poway,CA,92064,NA,2371.0,4.0,2.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/214044066_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Dehia St,Poway,CA,92064,NA,1441.0,2.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239954711_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Carriage Rd,Poway,CA,92064,NA,1500.0,4.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241565525_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Oakline Rd,Poway,CA,92064,NA,1958.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239689694_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Amso St,Poway,CA,92064,NA,1234.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743197_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Reo Real Dr,Poway,CA,92064,NA,3239.0,4.0,3.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/145743100_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mesquite Tree Trl,Poway,CA,92064,NA,3005.0,4.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743146_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Frame Rd,Poway,CA,92064,NA,1125.0,3.0,1.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743228_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Frame Rd,Poway,CA,92064,NA,1267.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743253_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Amso St,Poway,CA,92064,NA,1681.0,4.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242116053_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Silver Lake Dr,Poway,CA,92064,NA,1235.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743270_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Poway Rd,Poway,CA,92064,NA,1776.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743305_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pomerado Rd,Poway,CA,92064,NA,1180.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239588232_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Fallen Leaf Rd,Poway,CA,92064,NA,3256.0,4.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743303_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pedriza Rd,Poway,CA,92064,NA,2327.0,4.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743349_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sudan Rd,Poway,CA,92064,NA,1769.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743398_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
